,time,flux,cad
0,1410.9055048389064,1.00934138475477,120.0
1,1410.9068937591267,1.00734022090115,120.0
2,1410.9082826793467,1.00756272370971,120.0
3,1410.9096715995663,1.00618214717142,120.0
4,1410.911060519786,1.00844638742728,120.0
5,1410.9124494400064,1.00686246440175,120.0
6,1410.9138383602267,1.00798784721302,120.0
7,1410.9152272806791,1.00829560298118,120.0
8,1410.9166162008994,1.0056481611795,120.0
9,1410.9180051211204,1.0078841607521,120.0
10,1410.9193940413409,1.00887767029648,120.0
11,1410.9207829615605,1.00644358666872,120.0
12,1410.9221718817807,1.00603705501464,120.0
13,1410.923560802001,1.0083266215167,120.0
14,1410.9249497222206,1.00722705278225,120.0
15,1410.926338642441,1.00942120144665,120.0
16,1410.927727562894,1.00904047841961,120.0
17,1410.9291164831136,1.00864634118925,120.0
18,1410.930505403334,1.0062300034156,120.0
19,1410.9318943235544,1.00763941461334,120.0
20,1410.933283243774,1.00814895982497,120.0
21,1410.9346721639936,1.00758504477293,120.0
22,1410.9360610842143,1.00941150123737,120.0
23,1410.9374500044355,1.00852749942042,120.0
24,1410.938838924655,1.00909393444723,120.0
25,1410.9402278448752,1.00861088055437,120.0
26,1410.9416167650957,1.00716950207579,120.0
27,1410.9430056853153,1.00875780609317,120.0
28,1410.9443946055355,1.00757318114391,120.0
29,1410.945783525756,1.00653235561127,120.0
30,1410.9471724462085,1.00628542289586,120.0
31,1410.948561366428,1.0078480552768,120.0
32,1410.9499502866483,1.00753819290513,120.0
33,1410.9513392068686,1.0089339290079,120.0
34,1410.9527281270882,1.00752204324387,120.0
35,1410.9541170473092,1.0080533261604,120.0
36,1410.95550596753,1.00805878297713,120.0
37,1410.9568948877495,1.00832731991323,120.0
38,1410.9582838079702,1.00769398138973,120.0
39,1410.9596727281903,1.00761565968656,120.0
40,1410.96106164841,1.00822845006463,120.0
41,1410.96383948885,1.00779297778455,120.0
42,1410.9652284090703,1.00864070003331,120.0
43,1410.9666173292899,1.00759844838867,120.0
44,1410.96800624951,1.00790648389646,120.0
45,1410.9832843716993,1.00740927469079,120.0
46,1410.984673291919,1.00789783299405,120.0
47,1410.9860622121391,1.00864557199409,120.0
48,1410.9874511323596,1.00660367522157,120.0
49,1410.98884005258,1.00714527070006,120.0
50,1410.9902289728002,1.00682752344579,120.0
51,1410.9916178927876,1.00713967653348,120.0
52,1410.993006813008,1.00713297753689,120.0
53,1410.9943957332275,1.00855163340788,120.0
54,1410.9957846534478,1.00740895374818,120.0
55,1411.0041181745348,1.00791925300874,120.0
56,1411.005507094755,1.00640788525551,120.0
57,1411.006896014976,1.00699172086254,120.0
58,1411.0082849351963,1.00717238376102,120.0
59,1411.009673855184,1.00762253715017,120.0
60,1411.0110627754043,1.00578267744701,120.0
61,1411.012451695624,1.00776818907307,120.0
62,1411.013840615844,1.00987373417462,120.0
63,1411.0152295360645,1.00826831321878,120.0
64,1411.0166184560512,1.0080144079361,120.0
65,1411.0180073762708,1.00679209199397,120.0
66,1411.019396296491,1.0077162432629,120.0
67,1411.0207852167111,1.00577924907508,120.0
68,1411.0221741369307,1.0090296901801,120.0
69,1411.023563056919,1.00832352678386,120.0
70,1411.0249519771403,1.00595363303084,120.0
71,1411.02634089736,1.00715322636251,120.0
72,1411.0277298175795,1.00841234893761,120.0
73,1411.0291187375667,1.009304647281,120.0
74,1411.0305076577872,1.00750558965049,120.0
75,1411.0318965780068,1.0063998855628,120.0
76,1411.0332854979943,1.0067942234537,120.0
77,1411.0346744182143,1.00597374279172,120.0
78,1411.036063338434,1.00800086466169,120.0
79,1411.0374522584218,1.00818431557247,120.0
80,1411.038841178642,1.00879152956713,120.0
81,1411.0402300988617,1.00646938309988,120.0
